lead_id,channel,message_text,message_hour,message_length,high_intent_flag,prev_contacts,response_gap_hrs,replied
KCS_02226,Email,"assistência urgente necessária para o roteador cisco isr4331 caro suporte ao cliente de serviços de ti,

estou enfrentando problemas contínuos com meu roteador cisco isr4331. especificamente, o roteador desconecta constantemente da internet, afetando significat",11,261,1,6,10.62,1
KCS_02227,Email,urgent server issue requires immediate action a swift investigation is necessary concerning the interruption of the aws management service that affects essential business operations.,10,182,1,7,2.22,1
KCS_02228,Phone Inquiry,"urgent: immediate assistance required for server downtime issue dear it services customer support, 

our server, which affects our ticket system, experienced unexpected downtime today. this issue is crucial since it affects our it consulting service operations. we",10,264,1,7,7.68,1
KCS_02229,WhatsApp,"dringende unterstützung beim setup für aws kostenmanagement benötigt sehr geehrtes kundenserviceteam,

mein name ist <name> und ich wende mich mit der bitte um sofortige unterstützung bezüglich eines problems, das wir mit dem aws kostenmanagement haben. unser team ist ",8,269,1,5,11.02,1
KCS_02230,WhatsApp,"request for advice dear it support,

i am seeking beginner-level resources on software development best practices, specifically focusing on server administration. could you please provide any guidelines or materials ava",19,219,0,4,70.45,1
KCS_02231,Email,"request for ui components update dear customer support team,

i hope this message finds you well. i am writing to request an update to the user interface components in the react-based web application developed under the javascript re",20,233,0,7,67.9,1
KCS_02232,Email,"anfrage zur aktualisierung der druckereinstellungen sehr geehrter tech online store support,

ich schreibe, um eine änderung der druckereinstellungen für meinen canon pixma mg3620 zu beantragen, um das mobile drucken zu erleichtern und die duplexdruckl",9,252,1,5,23.63,1
KCS_02233,Email,"urgent: database corruption in mysql 8.0.30 dear support team, 

we have encountered database corruption with mysql 8.0.30, resulting in service disruptions and affecting our business operations significantly. immediate assistance is required t",9,244,1,8,17.97,1
KCS_02234,Phone Inquiry,"hilfe benötigt für aws-kostenoptimierung liebes kundenserviceteam,

ich hoffe, diese nachricht erreicht sie wohl. ich suche unterstützung bei der optimierung meiner aws-instanzkosten unter verwendung des aws cost explorer-tools. ich glaube, ",12,241,0,5,76.05,1
KCS_02235,Email,"urgent change request for consulting service issue dear it services customer support team, 

i hope this message finds you well. i am writing to bring to your immediate attention a high-priority change request concerning the it consulting service prov",16,251,1,8,5.8,1
KCS_02236,WhatsApp,"urgent billing support request for aws dear customer support,

i hope this message finds you well. i am writing regarding an unexpected charge in our aws management subscription, specifically related to the cost optimization service. our a",17,239,1,7,12.48,1
KCS_02237,WhatsApp,"asistencia requerida para la configuración inalámbrica estimado equipo de soporte al cliente,

espero que este mensaje te encuentre bien. me pongo en contacto para solicitar ayuda con la configuración de impresión inalámbrica en mi impresora hp deskjet 37",8,255,1,6,25.35,1
KCS_02238,Email,"problemas de conectividad inalámbrica estimado cliente del soporte técnico de la tienda en línea,

espero que este mensaje le encuentre bien. le escribo para expresar mis preocupaciones respecto a un problema continuo que estoy experiment",11,238,1,5,24.38,1
KCS_02239,WhatsApp,"asistencia requerida: problema de configuración de wi-fi para la impresora canon pixma mg3620 estimado equipo de soporte al cliente,

espero que este mensaje les encuentre bien. estoy escribiendo para solicitar asistencia respecto a un problema de configuración inalámbrica que estoy experiment",14,294,0,7,73.69,1
KCS_02240,Email,"abrechnungsanfrage unterstützung hallo tech online store support team,

ich hoffe, diese nachricht erreicht sie wohl. ich habe kürzlich eine unerwartete belastung im zusammenhang mit einem microsoft office 365-abonnement auf meinem k",10,233,0,6,73.71,1
KCS_02241,WhatsApp,"unterstützung benötigt sehr geehrter kundenservice,

ich habe kürzlich einen canon pixma mg3620 drucker im tech online store gekauft und habe schwierigkeiten mit der einrichtung der drahtlosen verbindung. trotz der befolgun",20,223,1,6,17.43,1
KCS_02242,Phone Inquiry,"le client signale un problème : écran clignotant sur la samsung galaxy tab s7 bonjour, équipe du service client. j'ai récemment acquis une samsung galaxy tab s7 et j'observe un scintillement intermittent de l'écran. ce souci perturbe mon activité. je vous prie de bien vouloir m",11,278,1,5,9.3,1
KCS_02243,Email,problème d'alimentation du macbook air m1 mon macbook air m1 ne s'allume pas. j'ai utilisé le bon chargeur et l'adaptateur. pourriez-vous conseiller sur les options de garantie ou de service ?,14,192,1,5,22.26,1
KCS_02244,WhatsApp,"asistencia necesaria para configurar la impresora hp deskjet 3755 por favor, ayúdame a configurar la impresión inalámbrica en mi impresora.",9,139,0,5,71.76,1
KCS_02245,Email,"immediate action required: network outage dear support team,

i am reaching out to notify you of a critical incident concerning the cisco router isr4331, which is leading to substantial network issues within our organization. this challenge i",11,242,1,7,3.35,1
KCS_02246,WhatsApp,"recibí un modelo erróneo de macbook air m1 estimado equipo de atención al cliente, he recibido un modelo distinto de macbook air m1 al que solicité. mi número de pedido es <acc_num>. solicito su ayuda para solucionar este inconveniente a la br",9,243,0,4,73.95,1
KCS_02247,Email,"problemas de conectividad con el router cisco isr4331 estimado equipo de soporte al cliente,

estoy escribiendo para informar sobre un problema relacionado con nuestro router cisco isr4331. estamos experimentando problemas de conectividad constantes dond",19,254,1,7,25.0,1
KCS_02248,WhatsApp,"demande de support technique urgent cher équipe de support informatique, 

je vous écris pour exprimer une demande de haute priorité pour un support technique concernant nos difficultés persistantes avec la mise en œuvre des solutions i",19,236,1,7,7.86,1
KCS_02249,Phone Inquiry,"anfrage zur rückzahlung wegen defektem lenovo ideapad 5 bestellung sehr geehrter kundenservice,

ich habe mein lenovo ideapad 5 in einem mangelhaften zustand erhalten. ich bitte um eine rückzahlung für dieses produkt. meine bestellnummer lautet <order_num> und die li",14,267,0,4,73.33,1
KCS_02250,WhatsApp,"anfrage zum tintentank sehr geehrtes kundenserviceteam,

ich hoffe, diese nachricht erreicht sie wohlbehalten. ich schreibe, um detailliertere informationen zu einem produkt anzufordern, an dem ich interessiert bin, das ich",11,223,1,5,25.78,1
KCS_02251,Email,"double billing issue hello customer support,

i noticed that i was billed twice for my adobe photoshop 2024 subscription renewal within the same billing cycle. could you please assist in resolving this issue?

thank you,
",11,221,1,4,12.61,1
KCS_02252,Email,"problema de red de la empresa estimado servicio de atención al cliente,

estoy escribiendo para informar un problema con nuestro enrutador cisco isr4331 en nuestra sede. estamos experimentando cortes de conexión intermitentes que ",19,230,1,5,0.79,1
KCS_02253,Phone Inquiry,"dringende untersuchung erforderlich: netzwerkprobleme sehr geehrtes kundenserviceteam,

ich hoffe, diese nachricht erreicht sie wohl. ich schreibe, um sie über ein dringendes problem zu informieren, das wir mit unserem cisco router isr4331 haben. insbeso",15,254,1,6,32.39,1
KCS_02254,Phone Inquiry,"häufige papierstaus: hp deskjet 3755 sehr geehrter kundenservice,

ich habe häufige papierstaus mit meinem hp deskjet 3755 drucker, insbesondere beim drucken mehrerer seiten. dies ist zu einem ständigen problem geworden und stört meine f",12,237,0,5,72.33,1
KCS_02255,Phone Inquiry,"überprüfung der slack-abrechnung erforderlich sehr geehrtes kundenserviceteam,

ich wende mich an sie, um ein problem hinsichtlich der abrechnung für unseren slack-arbeitsbereich zu melden. bei der überprüfung unserer aktuellen rechnung habe ich ",17,246,0,6,70.09,1
KCS_02256,Email,"issues with macbook air m1 purchased dear customer support,

i am writing to express my concerns regarding the macbook air m1 that i recently purchased from your online store. since receiving the device, i have been experiencing signific",14,237,1,8,28.47,1
KCS_02257,Email,"intellij idea 2024.1 se cierra después de la actualización estimado soporte al cliente, estoy escribiendo para informar sobre un problema con intellij idea 2024.1, que ha estado experimentando cierres recurrentes después de la reciente actualización. este pro",10,259,1,5,7.7,1
KCS_02258,Email,"dringende anfrage: aws-optimierung erforderlich sehr geehrtes kundenserviceteam,  

ich schreibe ihnen, um dringend ihre unterstützung bezüglich eines problems zu erbitten, das wir derzeit mit unserem aws management service haben, der durch einen u",11,248,1,6,16.31,1
KCS_02259,Phone Inquiry,"problema de implantação na nuvem aws de alta prioridade caro time de suporte de serviços de ti,

espero que esta mensagem o encontre bem. estou escrevendo para relatar um problema de alta prioridade relacionado ao nosso serviço de gerenciamento aws. atualm",11,256,1,7,9.03,1
KCS_02260,Phone Inquiry,"unstimmigkeiten in der azure-abrechnung in diesem monat sehr geehrtes kundenserviceteam,

ich hoffe, diese nachricht erreicht sie wohl. ich schreibe, um ihnen einige unstimmigkeiten in der abrechnung für mein konto <acc_num> mitzuteilen. die abrechnung für",8,256,1,6,28.89,1
KCS_02261,Email,"urgent: jira software incident affecting teams dear customer support, 

i hope this message finds you well. i am writing to inform you that our ticket system in jira software 8.20 unexpectedly crashed, which is significantly impacting ongoing proj",11,247,1,6,24.19,1
KCS_02262,WhatsApp,"assistance needed with surface pro 7 keyboard dear tech online store customer support,

i recently purchased a microsoft surface pro 7 and am having trouble setting up the detachable keyboard. can you provide detailed instructions or troubleshoot",15,246,1,5,22.33,1
KCS_02263,WhatsApp,"demande d'options supplémentaires de ram pour microsoft surface pro 7 cher service client de tech online store,  

j'espère que ce message vous trouve en bonne santé. je vous écris pour savoir s'il existe des options de mise à niveau de ram supplémentaires disponibles p",16,270,1,5,27.48,1
KCS_02264,Email,"problema com a impressão da hp deskjet 3755 caro suporte ao cliente, estou escrevendo para trazer à sua atenção um problema recorrente com minha impressora hp deskjet 3755 adquirida em sua loja. a função de impressão colorida falha intermitente",9,244,0,5,79.51,1
KCS_02265,Email,"rückgabeantrag für canon-druckerproblem sehr geehrter kundenservice,

ich kann das mobile drucken mit meinem canon pixma mg3620 nicht nutzen. ich habe alle fehlersuche-schritte ausprobiert, aber das problem besteht weiterhin. bitte initiier",20,240,0,4,78.09,1
KCS_02266,Email,"request to change maintenance schedule dear it services support team, 

i hope this message finds you well. i am writing to request a review and possible change to the current maintenance window scheduled for our aws management service dep",13,239,1,6,11.28,1
KCS_02267,WhatsApp,"preocupación por la factura estimado servicio al cliente, me pongo en contacto para informarle sobre una preocupación de facturación relacionada con mi reciente adquisición de la computadora portátil dell xps 13 9310 en su tiend",9,228,1,4,12.25,1
KCS_02268,Email,immediate attention needed: client <name> has notified us of a defective battery in their macbook air m1 issues with the device's battery,19,137,1,5,13.14,1
KCS_02269,Email,"urgent support request: dell xps 13 9310 issue dear customer support team,

i am writing to bring to your attention a recurring issue i have been experiencing with my dell xps 13 9310. after the latest windows update, my device has started showing",11,247,1,6,13.17,1
KCS_02270,Email,"problème de facturation : surfacturation de l'abonnement mensuel cher équipe d'assistance client, 

j'espère que ce message vous trouve en bonne santé. je vous écris concernant une divergence dans mon relevé de facturation pour l'abonnement google workspace busines",11,265,1,5,29.64,1
KCS_02271,Phone Inquiry,"solicitud de asistencia para intercambio de producto hola, estoy experimentando problemas persistentes de conexión inalámbrica con mi recién adquirido epson ecotank et-4760. me gustaría solicitar un intercambio por este producto, ya que ha sido problemá",13,253,1,5,14.18,1
KCS_02272,WhatsApp,"request for aws service optimization assistance dear customer support team,

i am writing to request your assistance with optimizing our aws management services to achieve improved cost efficiency and enhanced performance in our cloud infrastructur",11,248,1,7,20.6,1
KCS_02273,WhatsApp,"esclarecimento sobre a taxa de assinatura prezado suporte ao cliente da loja online tech,

espero que esta mensagem o encontre bem. estou entrando em contato hoje para obter mais clareza sobre os recentes extratos de cobrança relacionados à m",10,242,0,6,75.94,1
KCS_02274,Phone Inquiry,"asistencia necesaria para problemas de conectividad mysql hola, estoy experimentando problemas con la conexión a la base de datos mysql 8.0.30. a pesar de varios intentos, no puedo establecer una conectividad estable. ¿podrían ayudarme a solucionar este prob",9,258,1,6,27.66,1
KCS_02275,WhatsApp,"hilfe benötigt für surface pro 7 einrichtung hallo tech online store support,

könnten sie mir bei der einrichtung der abnehmbaren tastatur und der konfiguration der touchscreen-funktionen auf meinem microsoft surface pro 7 helfen? ich habe bei ",13,245,1,4,14.02,1
KCS_02276,Phone Inquiry,"oracle database 19c connectivity issue dear customer support team,

we are currently experiencing connectivity issues with oracle database 19c. our business application is unable to establish a stable connection to the server. immediate as",9,239,1,6,6.73,1
KCS_02277,Email,"issue with audio consistency on zoom 5.11.0 dear customer support team,

i hope this message finds you well. i am reaching out to bring to your attention a problem i have encountered with audio consistency during my online meetings using zoom v",16,244,1,7,16.04,1
KCS_02278,Email,"urgent: frequent connection issues with zoom 5.11.0 dear customer support team,

i am writing to inform you of a pressing issue we're experiencing with zoom version 5.11.0, which is critical to our daily operations. we have noticed frequent connection ",11,252,1,7,1.62,1
KCS_02279,WhatsApp,"hochpriorisierte austausch anfrage sehr geehrter support,

ich bitte um einen sofortigen austausch für den beschädigten samsung qled qn90a, der unter der kontonummer <acc_num> gekauft wurde. bitte priorisieren sie diese angelegenheit d",20,235,1,4,8.27,1
KCS_02280,Email,"probleme beim login des beraters mit dem hr-system sehr geehrtes it consulting support team,

ich hoffe, diese nachricht erreicht sie wohl. ich schreibe, um sie über ein technisches problem zu informieren, das aufgetreten ist, als unser berater, <name",9,251,0,7,68.82,1
KCS_02281,WhatsApp,"unterstützung bei der einrichtung des mobilen drucks ich benötige hilfe, um den druck über meinen canon-drucker einzurichten.",8,125,0,4,69.55,1
KCS_02282,WhatsApp,"billing inquiry for service renewal dear customer support, i am requesting the billing details for my upcoming service renewal for microsoft office 365. additionally, i would like information on available cloud storage package options t",11,236,1,5,21.83,1
KCS_02283,Email,"request for it support ticket system dear it services customer support,

i am writing to request the implementation of an it support ticket system. this could significantly improve server administration and enhance customer service effic",12,237,1,5,9.22,1
KCS_02284,WhatsApp,"demande de retour du hp deskjet 3755 cher service client,

je rencontre des problèmes de connectivité sans fil avec le hp deskjet 3755 que j'ai récemment acheté. j'ai suivi toutes les instructions d'installation, mais le problème persist",17,237,1,5,28.11,1
KCS_02285,WhatsApp,"hello, i'm experiencing connection issues during critical video conferencing sessions while using zoom 5.11.0. as this greatly impacts productivity, i seek high priority support to resolve these probl",17,200,1,8,3.25,1
KCS_02286,Email,"kritisch: aws ausfall anliegen sehr geehrtes support-team der it-dienste,

ich hoffe, diese nachricht trifft sie wohl. mein name ist <name>, und ich kontaktiere sie, um ein kritisches problem mit unserem aws management service, kon",16,231,1,7,7.13,1
KCS_02287,WhatsApp,need support kindly assist in setting up the canon pixma mg3620 for wireless printing in my home.,17,97,0,5,73.47,1
KCS_02288,WhatsApp,"asistencia requerida para soluciones de ti estimado servicio de atención al cliente,

me pongo en contacto para solicitar orientación sobre cómo mejorar nuestra administración actual de servidores y flujo de trabajo de desarrollo de software. ",16,243,1,7,22.5,1
KCS_02289,WhatsApp,"hilfe benötigt für adobe photoshop liebes tech online store support team,

ich hoffe, diese nachricht erreicht sie wohl. ich schreibe, um unterstützung bei der installation von adobe photoshop 2024 zu bitten. ich habe anhaltende fehler",18,235,1,5,27.68,1
KCS_02290,Phone Inquiry,"issue with payment failure for microsoft office 365 subscription hello tech online store support, 

i’m reaching out because i encountered a payment failure when trying to purchase an annual subscription for microsoft office 365 on your website. my name is <name>, ",13,265,1,6,24.2,1
KCS_02291,WhatsApp,"estimado equipo de soporte de tech online store, me comunico con ustedes para solicitar información adicional sobre las opciones de almacenamiento y configuración para el macbook air m1 disponible par",11,200,0,5,77.99,1
KCS_02292,WhatsApp,"asistencia necesaria para la optimización de la red estimado equipo de soporte de la firma de consultoría it,

espero que este mensaje los encuentre bien. mi nombre es <name>, y me comunico para solicitar asistencia con la optimización del rendimiento ",15,252,0,4,66.66,1
KCS_02293,Email,"urgent assistance needed: jira access issue post-update dear customer support,

we are experiencing an urgent issue with our jira software 8.20. after the recent update, our team is unable to access the 'leave' feature, which is critical for our ongoing pr",12,256,1,6,20.46,1
KCS_02294,Phone Inquiry,"drucker-verbindungs- und duplexprobleme hallo, ich habe probleme mit meinem canon pixma mg3620. er lässt sich nicht drahtlos verbinden und zeigt inkonsistentes duplexdrucken an. bitte geben sie eine lösung für diese probleme. danke, <name>.",9,240,1,6,20.98,1
KCS_02295,Email,"dear customer support,

i am contacting you to inform you that i have been experiencing frequent paper jam issues while conducting wireless printing tasks with my hp deskjet 3755 printer. could you pl",18,200,1,5,31.01,1
KCS_02296,Email,"to whom it may concern,  

i am reaching out to report a charging problem with my samsung galaxy tab s7. despite trying several different chargers, it fails to charge. could you please help me resolve",17,200,1,6,29.71,1
KCS_02297,Email,"hello customer support team,

i am facing a problem with my lenovo ideapad 5's keyboard. a few keys aren't working properly, making it difficult to operate. my order number is <order_num>. i would app",13,200,0,5,80.44,1
KCS_02298,Phone Inquiry,"billing issue hello customer support, i hope this message finds you well. i am writing to report an incorrect billing issue with my account <acc_num>, specifically concerning the aws management service. it seems th",13,214,1,5,27.98,1
KCS_02299,WhatsApp,"dringende rückgabeanfrage: defekter macbook air sehr geehrter kunde des tech online store,

ich hoffe, diese nachricht erreicht sie wohl. ich schreibe, um eine dringende rückgabe für einen kürzlich gekauften macbook air m1 zu beantragen. das gerät ",9,248,1,7,4.5,1
KCS_02300,Email,"problemas de conectividade durante chamadas de vídeo no zoom olá suporte ao cliente,

espero que esta mensagem o encontre bem. estou enfrentando problemas de conectividade persistentes durante chamadas de videoconferência usando a versão do zoom 5.11.0. essas i",9,261,1,8,9.19,1
KCS_02301,Email,"consulta sobre mejora de servidor estimado equipo de servicios de consultoría de ti,

espero que se encuentren bien. me estoy comunicando en nombre de nuestra unidad en <name>, ya que seguimos expresando nuestra inmensa gratitud por l",17,234,1,7,20.28,1
KCS_02302,Phone Inquiry,"häufige abstürze im google chrome-browser sehr geehrter kundenservice des tech online store,

ich hoffe, diese e-mail erreicht sie wohl. mein name ist <name>, und ich schreibe, um ihre aufmerksamkeit auf ein problem zu lenken, das ich mit dem",18,242,1,6,13.4,1
KCS_02303,Email,"assistance urgente requise pour macbook air m1 cher service d'assistance tech online store,

j'espère que ce message vous trouve en bonne santé. je vous écris pour signaler un problème critique avec un produit acheté dans votre magasin. notre clie",8,247,1,6,25.18,1
KCS_02304,WhatsApp,"hilfe für die tastatur des macbook air m1 benötigt sehr geehrter kunde des tech online store support,

ich hoffe, diese nachricht erreicht sie wohl. ich habe ein problem mit meinem macbook air m1, bei dem einige tasten auf der tastatur nicht reagieren",17,251,1,6,18.87,1
KCS_02305,WhatsApp,"estimado servicio de atención al cliente,

espero que este mensaje le encuentre bien. estoy escribiendo para solicitar asistencia con la instalación y activación de adobe photoshop 2024 en mi nuevo di",14,200,1,6,1.92,1
KCS_02306,Phone Inquiry,"hilfe gesucht: problem mit dem flackern des displays sehr geehrtes kundenserviceteam von tech online store,

ich kontaktiere sie, um ein anliegen anzusprechen, das ich mit meinem dell xps 13, modell 9310, habe, das ich vor einigen monaten in ihrem gesch",12,253,1,6,18.17,1
KCS_02307,Phone Inquiry,"high priority issue with jira update dear customer support team,

i am writing to express our urgent need for assistance regarding a critical issue we are experiencing with jira software 8.20. our entire project team has been unable to u",13,237,1,7,5.61,1
KCS_02308,Email,"solicitação de atualização do zoom caro suporte ao cliente,

espero que este e-mail o encontre bem. meu nome é <name> e estou entrando em contato a respeito de um pedido de atualização para o aplicativo zoom que atualmente temos integr",16,235,1,7,7.24,1
KCS_02309,Email,"problemas con macbook air m1 después de las actualizaciones recientes estimado equipo de soporte,

estoy escribiendo para informar que estoy experimentando una desaceleración significativa en el rendimiento de mi macbook air m1 después de las actualizaciones de software",8,270,0,5,79.65,1
KCS_02310,Email,"issue with canon pixma mg3620 printer hello,

i hope you are well. i am writing to report a connectivity issue with my canon pixma mg3620 printer. since performing the latest update, i am unable to print wirelessly. this problem arose rig",9,238,1,6,9.43,1
KCS_02311,Email,"installation von norton antivirus plus problem, gemeldet von einem kunden auf dem system liebes kundenserviceteam, 

ich habe schwierigkeiten bei der installation von norton antivirus plus auf meinem computer. ich bitte um ihre unterstützung, um dieses problem so schnell wie möglich zu be",18,289,1,4,21.05,1
KCS_02312,Email,"dringend: google workspace-dienste ausgefallen sehr geehrter kundenservice,

wir erleben derzeit einen ausfall der google workspace-e-mail- und zusammenarbeitsdienste. dieses problem beeinträchtigt erheblich sowohl unsere internen teamkommunikatio",20,247,1,7,9.89,1
KCS_02313,Phone Inquiry,"asistencia necesaria para el problema de conectividad de mysql hola, estoy experimentando problemas con la conexión a la base de datos mysql 8.0.30. a pesar de varios intentos, no puedo establecer una conectividad estable. ¿podría proporcionar asistencia para sol",11,263,1,5,20.02,1
KCS_02314,Email,"probleme beim booten des dell xps 13 hallo kundenservice von tech online store,

ich schreibe, um meine bedenken über ein problem auszudrücken, das ich mit einem kürzlichen kauf in ihrem geschäft, dem dell xps 13 9310, erlebe. leider sta",12,237,1,6,15.51,1
KCS_02315,Email,"dear support team,

i am contacting you to bring to your attention a problem we are experiencing with the scrum board functionality in jira software 8.20. this has turned into a significant hurdle as ",16,200,1,5,16.47,1
KCS_02316,Email,"cher client du support technique de la boutique en ligne,

je vous écris pour solliciter de l'aide afin de mettre à niveau mon microsoft surface pro 7 vers windows 11. j'ai récemment appris que window",15,200,1,6,26.94,1
KCS_02317,Email,"asistencia requerida para problemas de conectividad del enrutador hola servicio al cliente,

estoy experimentando problemas de conectividad con mi enrutador cisco isr4331. necesito ayuda para configurar una red wi-fi segura y optimizada. por favor, guíenme a través ",17,266,1,5,17.25,1
KCS_02318,WhatsApp,"optimización urgente de aws estimado servicio de atención al cliente,

urgentemente necesitamos ayuda con la optimización de costos de aws debido a cargos inesperados por el aumento del uso de datos y potencia de cálculo con su ",19,228,1,8,5.89,1
KCS_02319,Email,"anfrage zur abrechnungsdifferenz sehr geehrtes tech online store support team, ich habe eine falsche abbuchung auf meinem konto <acc_num> für das microsoft office 365-abonnement in diesem monat festgestellt. der berechnete betrag wei",11,233,1,4,27.22,1
KCS_02320,WhatsApp,résolution urgente des problèmes d'impression sans fil rencontrez des problèmes avec l'imprimante hp deskjet 3755 à distance.,13,125,1,5,10.22,1
KCS_02321,Email,"issue with canon pixma mg3620 dear customer support,

i hope this message finds you well. i am reaching out to report an issue related to a canon pixma mg3620 printer i purchased from your tech online store. the problem occurred w",10,230,0,8,70.94,1
KCS_02322,Phone Inquiry,"probleme mit jira scrum-zuweisungen sehr geehrtes kundenserviceteam,

ich schreibe, um sie über ein drängendes problem zu informieren, das wir mit der jira-software (version 8.20) haben, welches unsere hr-management-prozesse erheblich b",20,236,1,8,8.49,1
KCS_02323,Phone Inquiry,"urgent issue: jira software ticket system down dear customer support team,

i hope this message finds you well. i am writing to inform you of a critical issue affecting our project management workflow. our current setup using jira software version",16,247,1,7,0.25,1
KCS_02324,Email,"issue with hp deskjet 3755 printing dear customer support, i am writing to bring to your attention a recurring issue with my hp deskjet 3755 printer purchased from your store. the color printing function intermittently fails, which sign",10,236,0,6,64.47,1
KCS_02325,WhatsApp,"anfrage nach expertenrat zur kostenoptimierung bei aws-diensten sehr geehrtes it-services-support-team,

ich hoffe, es geht ihnen gut. ich wende mich an sie, um ihre unterstützung bei der optimierung der kosten unseres aws-kontos zu bitten. wir möchten einen effiz",16,264,0,7,74.73,1
KCS_02326,Phone Inquiry,"urgente: se requiere resolución inmediata para el problema de aws estimado equipo de atención al cliente,

estoy escribiendo para expresar nuestra necesidad urgente de asistencia con respecto a un problema crítico con nuestra infraestructura de aws. este problema af",17,266,1,7,16.91,1
KCS_02327,Email,"immediate attention needed: serious cisco router problem dear customer assistance team,

i am writing to inform you of a recurring problem with our cisco router isr4331, which has been causing frequent disconnections in our network. this issue has persisted",10,257,1,7,12.16,1
KCS_02328,Email,"problème urgent : déploiement dans le cloud chère équipe de support des services informatiques,

je vous contacte concernant un problème urgent affectant notre déploiement du service de gestion aws. l'arrêt de service a un impact significatif s",13,244,1,8,9.26,1
KCS_02329,WhatsApp,"pedido de troca: dell xps 13 9310 caro suporte ao cliente,

estou escrevendo para solicitar uma troca para meu dell xps 13 9310. a unidade que recebi apresenta problemas de desempenho persistentes que afetam meu trabalho. por favor, m",17,234,1,4,28.99,1
KCS_02330,Email,"immediate assistance required: touchscreen non-responsive problem dear support team of tech online store,

i hope you're doing well. i am reaching out to convey my pressing concern regarding a predicament i've encountered with my microsoft surface pro 7. after a rec",11,266,1,5,8.71,1
KCS_02331,Email,"anmeldeproblem - jira software 8.20 sehr geehrter kundensupport, ich habe schwierigkeiten, mich in mein konto einzuloggen und auf meine projekte in jira software 8.20 zuzugreifen. trotz der eingabe der richtigen anmeldedaten kann das sy",9,236,1,5,28.52,1
KCS_02332,Email,"immediate assistance required: aws management service outage and optimization dear it services customer support,

i hope this message finds you well. i am writing to report a critical outage that we are experiencing within our aws cloud infrastructure. given our reliance on the",11,278,1,7,10.0,1
KCS_02333,WhatsApp,"sehr geehrter kundenservice, vor kurzem habe ich im online-shop einen canon pixma mg3620 drucker erstanden. leider weist er einige funktionsstörungen auf. ich bitte um ihre unterstützung, um dieses pr",17,200,1,5,8.61,1
KCS_02334,Email,"sofortige unterstützung bei netzwerkstörungen benötigt es gibt eine entscheidende kommunikationsunterbrechung, die durch den ausfall des cisco routers <isr4331> verursacht wurde. eine schnelle diagnose ist notwendig, um das netzwerk wiederherzustellen. so",9,255,1,5,0.11,1
KCS_02335,WhatsApp,"request for guidance: optimizing server configurations dear customer support team,

i am writing to seek assistance regarding our recent need for guidance on optimizing server configurations. our objective is to enhance performance and streamline operatio",11,255,1,6,25.85,1
KCS_02336,Email,"problème avec l'écran tactile de la surface pro 7 cher support client de tech online store,

je souhaite signaler un problème avec ma microsoft surface pro 7. parfois, l'écran tactile devient non réactif, ce qui entrave considérablement une utilisati",18,250,1,5,25.8,1
KCS_02337,Email,"dear it services support team, our staff is experiencing outlook login failures through the organization’s email portal. this issue is severely impacting internal communications. we request an urgent ",10,200,1,5,27.84,1
KCS_02338,WhatsApp,"dringende hilfe erforderlich sehr geehrtes kundenserviceteam,

ich schreibe, um dringend hilfe bezüglich eines problems zu suchen, das ich mit microsoft office 365: excel habe. wir sind erheblich auf excel für unsere wöchentliche",12,229,1,6,7.37,1
KCS_02339,Email,"problèmes de connectivité sans fil cher support client de la boutique en ligne tech,

j'espère que ce message vous trouve en bonne santé. je vous écris pour exprimer mes préoccupations concernant un problème persistant que j'éprouve av",14,235,1,5,25.64,1
KCS_02340,WhatsApp,"inquiry about microsoft surface pro 7 touchscreen features dear tech online store customer support,

i hope this message finds you well. i am writing to request some assistance in making an informed decision about purchasing the microsoft surface pro 7. i am ",10,259,1,5,21.47,1
KCS_02341,Phone Inquiry,"inquiry on aws cost optimization strategies dear customer support team,

i am writing to inquire about optimizing our aws cloud usage costs and making adjustments to enhance the balance between performance and cost efficiency. we’ve been using ",16,244,0,7,79.85,1
KCS_02342,Email,"customer issue with server access hello,

i am writing to report an issue encountered by our customer, <name>. they have been experiencing problems accessing certain server functionalities, which has resulted in operational downtime f",17,234,1,7,21.45,1
KCS_02343,Email,"aws instances optimization request dear it services support team,

i hope this message finds you well. i am reaching out to request guidance and assistance on optimizing our aws instances for improved performance within our cloud compu",15,235,1,6,21.16,1
KCS_02344,Email,"demande de mise à niveau d'intellij idea pour des fonctionnalités améliorées cher équipe de support client,

j'espère que ce message vous trouve bien. je vous écris pour demander une mise à niveau de notre installation actuelle d'intellij idea vers la dernière version, intelli",18,277,1,6,24.24,1
KCS_02345,WhatsApp,"chère équipe de service client,

je vous écris pour vous notifier un souci concernant la batterie de mon iphone 13 pro, acquis dans votre magasin en ligne. elle ne conserve pas la charge comme prévu, ",10,200,1,4,15.64,1
KCS_02346,Email,"urgent: critical aws outage needs immediate attention dear it services customer support,

we are experiencing a critical outage where aws instances are not launching, severely impacting our operations. immediate attention is required to diagnose and reso",8,254,1,7,3.61,1
KCS_02347,Phone Inquiry,"dringende lösung für aws-ausfallzeiten und kostenprobleme benötigt sehr geehrter <name>,

ich schreibe, um ernsthafte ausfallzeiten und unerwartete kosten im zusammenhang mit unserer von _it_services_ verwalteten aws-infrastruktur zu berichten. diese probleme beeintr",11,267,1,6,0.1,1
